// JOGOS
// Version 1.05
// File Date:2025/07/15 19:05:11
// (C) 2019-2023 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS
Type=INFINITY

[Head]
SondeName=AEM-USB
SondeNo=1919
SensorType=T0R0R1X0Y0B0
SensorType2=030101020202
Channel=6
Comment=Kelompok 13 dan 14
MeasMode=1

PreHeat=3000
Interval=1000
BurstCnt=10
BurstTime=1
WiperInterval=0
DelayTime=0
BuzzerEN=1
BuzzerInterval=1
BuzzerNumber=3
SampleCnt=6950

StartTime=2025/07/15 07:30:00
EndTime=2025/07/15 19:04:09

DepAdjRho=0.0000

ECA=0
ECB=0
ECDeg=0
ECCoef=0.000

CHLA=0
CHLB=0

AlphaData=0.1
BetaData=-3.11

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2021/11/11

Ch1=-1.359212e+01,+1.340604e-03,-1.266932e-08,+1.499809e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=-1.247062e+00,-1.303731e-05,+2.376205e-09,-2.434040e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch3=-1.135576e+00,-2.468658e-05,+2.747151e-09,-2.820625e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch4=-6.008107e+02,+1.832601e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=-6.050220e+02,+1.845396e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch6=0.000000000e00,1.152000000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Vel. [cm/sec],Dir. [°],Vel.-NS [cm/sec],Vel.-EW [cm/sec],Temp. [℃],Comp A,Comp B,Compass [°],Vel.-X [cm/sec],Vel.-Y [cm/sec],Batt. [V]
2025/07/15 07:40:05,71.128,69.756,24.612,66.734,28.034,0.1,-1.0,172.672,-68.04,-15.60,2.97,
2025/07/15 07:40:06,126.360,95.122,-11.280,125.856,28.033,0.1,-1.0,172.029,-120.72,28.08,2.97,
2025/07/15 07:40:07,78.769,278.037,11.012,-77.995,28.032,0.1,-1.0,171.535,73.35,-21.73,2.97,
2025/07/15 07:40:08,99.415,156.162,-90.934,40.179,28.030,0.1,-1.0,171.089,-24.99,93.74,2.97,
2025/07/15 07:40:09,76.945,168.441,-75.384,15.418,28.028,0.1,-1.0,170.744,-3.09,76.83,2.97,
2025/07/15 07:41:00,63.151,151.406,-55.449,30.224,27.959,0.1,-1.0,168.437,-17.93,58.55,2.98,
2025/07/15 07:41:01,172.849,346.275,167.913,-41.011,27.957,0.2,-1.0,167.803,4.61,-172.74,2.97,
2025/07/15 07:41:02,82.436,303.135,45.060,-69.031,27.955,0.2,-1.0,167.577,52.47,-53.51,2.97,
2025/07/15 07:41:03,126.778,195.856,-121.954,-34.638,27.956,0.2,-1.0,167.496,56.29,104.27,2.97,
2025/07/15 07:41:04,121.707,272.406,5.110,-121.599,27.957,0.2,-1.0,167.115,114.44,-31.29,2.97,
2025/07/15 07:41:05,46.331,162.917,-44.287,13.610,27.957,0.2,-1.0,166.565,-2.94,46.16,2.97,
2025/07/15 07:41:06,31.987,70.405,10.728,30.135,27.957,0.2,-1.0,166.374,-31.68,-3.31,2.97,
2025/07/15 07:41:07,75.161,157.335,-69.357,28.963,27.957,0.2,-1.0,166.292,-11.59,73.55,2.97,
2025/07/15 07:41:08,134.302,142.163,-106.067,82.382,27.954,0.2,-1.0,166.063,-51.58,116.40,2.97,
2025/07/15 07:41:09,82.097,172.523,-81.399,10.683,27.949,0.2,-1.0,166.260,8.91,81.23,2.97,
2025/07/15 07:42:00,114.912,291.238,41.626,-107.108,27.904,0.1,-1.0,171.160,92.48,-53.56,2.97,
2025/07/15 07:42:01,27.943,345.100,27.004,-7.185,27.906,0.1,-1.0,171.089,2.90,-27.67,2.97,
2025/07/15 07:42:02,109.217,48.264,72.706,81.500,27.906,0.1,-1.0,171.242,-84.57,-54.87,2.97,
2025/07/15 07:42:03,121.206,117.613,-56.179,107.400,27.904,0.1,-1.0,171.190,-89.37,65.95,2.97,
2025/07/15 07:42:04,56.040,305.610,32.630,-45.561,27.902,0.1,-1.0,170.892,36.20,-35.85,2.97,
2025/07/15 07:42:05,70.073,127.068,-42.238,55.913,27.900,0.1,-1.0,170.712,-43.97,46.11,2.97,
2025/07/15 07:42:06,106.525,158.271,-98.956,39.438,27.901,0.1,-1.0,170.469,-22.13,102.37,2.97,
2025/07/15 07:42:07,101.081,202.413,-93.445,-38.541,27.900,0.1,-1.0,170.078,49.98,78.96,2.97,
2025/07/15 07:42:08,25.082,200.192,-23.541,-8.658,27.901,0.1,-1.0,169.455,11.90,20.01,2.97,
2025/07/15 07:42:09,98.952,138.238,-73.810,65.906,27.900,0.1,-1.0,168.940,-46.91,78.99,2.97,
2025/07/15 07:43:00,107.057,135.080,-75.807,75.594,27.857,0.1,-1.0,173.058,-60.21,77.13,2.97,
2025/07/15 07:43:01,55.472,281.440,11.002,-54.370,27.855,0.1,-1.0,172.828,50.72,-17.08,2.97,
2025/07/15 07:43:02,76.835,63.340,34.476,68.666,27.852,0.1,-1.0,172.590,-69.83,-24.39,2.97,
2025/07/15 07:43:03,6.915,175.813,-6.896,0.505,27.849,0.1,-1.0,172.403,0.41,6.89,2.97,
2025/07/15 07:43:04,82.291,355.860,82.076,-5.942,27.848,0.1,-1.0,172.040,-5.47,-81.96,2.97,
2025/07/15 07:43:05,63.624,79.642,11.440,62.587,27.849,0.1,-1.0,171.746,-63.55,-2.33,2.97,
2025/07/15 07:43:06,28.874,336.486,26.477,-11.520,27.848,0.1,-1.0,171.307,7.21,-27.25,2.97,
2025/07/15 07:43:07,95.981,57.691,51.300,81.121,27.845,0.1,-1.0,170.859,-83.85,-35.88,2.97,
2025/07/15 07:43:08,14.123,290.427,4.929,-13.235,27.845,0.1,-1.0,170.373,11.37,-6.58,2.97,
2025/07/15 07:43:09,128.022,142.234,-101.204,78.405,27.845,0.1,-1.0,170.091,-56.00,105.95,2.97,
2025/07/15 07:44:00,94.544,298.655,45.337,-82.964,27.785,0.2,-1.0,167.595,64.92,-56.55,2.97,
2025/07/15 07:44:01,9.325,314.701,6.559,-6.628,27.788,0.2,-1.0,167.640,4.68,-7.22,2.97,
2025/07/15 07:44:02,117.965,38.046,92.900,72.701,27.790,0.2,-1.0,167.529,-83.05,-68.42,2.97,
2025/07/15 07:44:03,185.707,102.147,-39.078,181.549,27.792,0.2,-1.0,167.631,-159.85,72.90,2.97,
2025/07/15 07:44:04,131.202,74.182,35.763,126.234,27.794,0.2,-1.0,167.278,-130.86,-7.08,2.97,
2025/07/15 07:44:05,76.158,137.791,-56.410,51.165,27.796,0.2,-1.0,166.904,-34.56,62.05,2.97,
2025/07/15 07:44:06,64.932,287.790,19.838,-61.827,27.798,0.2,-1.0,166.601,51.50,-31.18,2.97,
2025/07/15 07:44:07,37.002,80.029,6.407,36.443,27.797,0.2,-1.0,166.865,-36.90,2.04,2.97,
2025/07/15 07:44:08,135.380,185.203,-134.822,-12.276,27.793,0.2,-1.0,167.177,40.49,124.43,2.97,
2025/07/15 07:44:09,2.807,47.688,1.889,2.075,27.788,0.2,-1.0,167.556,-2.26,-1.30,2.97,
2025/07/15 07:45:00,85.721,191.315,-84.054,-16.818,27.741,0.2,-1.0,166.936,33.49,73.90,2.97,
2025/07/15 07:45:01,51.042,292.804,19.783,-47.052,27.742,0.2,-1.0,167.270,38.13,-27.23,2.97,
2025/07/15 07:45:02,176.784,187.657,-175.208,-23.554,27.741,0.2,-1.0,167.189,59.27,158.81,2.97,
2025/07/15 07:45:03,115.854,181.906,-115.790,-3.854,27.738,0.2,-1.0,167.408,28.34,109.59,2.97,
2025/07/15 07:45:04,127.196,206.865,-113.468,-57.479,27.737,0.2,-1.0,166.710,74.76,88.61,2.97,
2025/07/15 07:45:05,214.350,146.479,-178.699,118.374,27.737,0.2,-1.0,167.099,-72.34,192.26,2.97,
2025/07/15 07:45:06,101.533,188.197,-100.495,-14.476,27.737,0.1,-1.0,169.747,31.02,92.96,2.97,
2025/07/15 07:45:07,47.229,190.322,-46.465,-8.463,27.739,0.1,-1.0,172.793,13.77,43.60,2.97,
2025/07/15 07:45:08,39.013,97.399,-5.024,38.688,27.739,0.0,-1.0,174.284,-37.27,8.68,2.97,
2025/07/15 07:45:09,66.918,193.773,-64.994,-15.932,27.739,0.1,-1.0,173.716,22.04,60.35,2.97,
2025/07/15 07:46:00,96.503,84.287,9.607,96.023,27.702,0.1,-1.0,170.922,-96.20,5.66,2.97,
2025/07/15 07:46:01,90.001,140.017,-68.962,57.831,27.701,0.1,-1.0,170.263,-42.14,72.28,2.97,
2025/07/15 07:46:02,105.285,302.314,56.281,-88.980,27.700,0.1,-1.0,169.705,70.49,-64.84,2.97,
2025/07/15 07:46:03,89.033,175.173,-88.717,7.491,27.699,0.1,-1.0,170.003,8.00,88.39,2.97,
2025/07/15 07:46:04,132.001,115.913,-57.685,118.730,27.701,0.1,-1.0,169.574,-97.45,71.68,2.97,
2025/07/15 07:46:05,35.535,345.957,34.473,-8.623,27.702,0.1,-1.0,169.374,2.12,-35.42,2.97,
2025/07/15 07:46:06,126.767,124.589,-71.963,104.360,27.702,0.1,-1.0,169.177,-80.90,82.07,2.97,
2025/07/15 07:46:07,35.713,319.624,27.207,-23.135,27.705,0.2,-1.0,167.795,15.77,-29.44,2.97,
2025/07/15 07:46:08,83.725,140.833,-64.913,52.879,27.706,0.1,-1.0,168.611,-36.53,69.36,2.97,
2025/07/15 07:46:09,88.727,35.117,72.577,51.040,27.705,0.1,-1.0,168.837,-58.31,-55.76,2.97,
2025/07/15 07:47:00,101.372,99.037,-15.922,100.114,27.658,0.1,-1.0,168.971,-91.42,33.39,2.97,
2025/07/15 07:47:01,62.012,169.864,-61.044,10.914,27.658,-0.2,-0.9,186.695,-17.42,57.59,2.97,
2025/07/15 07:47:02,138.857,243.621,-61.696,-124.398,27.656,-0.6,-0.8,216.053,60.21,115.33,2.97,
2025/07/15 07:47:03,102.129,179.745,-102.128,0.455,27.654,-0.4,-0.9,201.081,-35.53,90.95,2.97,
2025/07/15 07:47:04,85.552,124.059,-47.914,70.876,27.652,-0.4,-0.9,201.015,-81.76,18.94,2.97,
2025/07/15 07:47:05,157.660,169.198,-154.867,29.548,27.651,-0.4,-0.9,200.310,-75.55,125.18,2.97,
2025/07/15 07:47:06,76.950,248.637,-28.031,-71.663,27.647,-0.4,-0.9,200.963,51.76,47.14,2.97,
2025/07/15 07:47:07,61.299,208.939,-53.645,-29.661,27.648,-0.4,-0.9,201.602,7.78,60.41,2.97,
2025/07/15 07:47:08,183.915,247.956,-69.028,-170.469,27.648,-0.4,-0.9,201.975,120.24,116.20,2.97,
2025/07/15 07:47:09,55.680,150.424,-48.425,27.483,27.649,-0.4,-0.9,202.797,-40.33,31.09,2.97,
2025/07/15 07:48:00,110.485,90.077,-0.149,110.485,27.623,-0.8,0.6,304.063,56.87,-84.36,2.97,
2025/07/15 07:48:01,118.789,185.479,-118.247,-11.342,27.625,-0.7,0.6,307.371,-93.35,-58.08,2.97,
2025/07/15 07:48:02,71.039,277.859,9.713,-70.372,27.625,-0.7,0.7,309.589,-34.59,55.94,2.97,
2025/07/15 07:48:03,74.457,68.044,27.840,69.057,27.626,-0.7,0.7,311.948,62.94,-30.83,2.97,
2025/07/15 07:48:04,52.605,184.332,-52.455,-3.973,27.626,-0.7,0.7,313.790,-37.05,-30.49,2.97,
2025/07/15 07:48:05,91.034,348.844,89.314,-17.613,27.626,-0.6,0.7,315.806,45.80,70.43,2.97,
2025/07/15 07:48:06,63.241,314.691,44.476,-44.958,27.627,-0.6,0.8,317.311,-2.89,63.12,2.97,
2025/07/15 07:48:07,88.524,179.036,-88.512,1.490,27.627,-0.6,0.8,319.124,-51.78,-61.90,2.97,
2025/07/15 07:48:08,107.742,253.560,-30.492,-103.337,27.628,-0.6,0.8,320.615,-94.35,39.94,2.97,
2025/07/15 07:48:09,127.837,297.487,59.002,-113.406,27.627,-0.6,0.8,322.602,-51.23,109.29,2.97,
2025/07/15 07:49:00,91.800,143.439,-73.736,54.683,27.597,0.9,-0.1,94.358,63.18,54.76,2.97,
2025/07/15 07:49:01,75.294,154.753,-68.102,32.114,27.598,1.0,-0.1,91.790,62.94,32.12,2.97,
2025/07/15 07:49:02,51.259,99.675,-8.614,50.530,27.599,1.0,-0.1,89.861,8.64,49.95,2.97,
2025/07/15 07:49:03,59.965,176.347,-59.843,3.821,27.599,1.0,0.0,88.085,59.92,1.82,2.97,
2025/07/15 07:49:04,76.812,68.911,27.638,71.667,27.602,1.0,0.0,86.731,-22.74,70.73,2.97,
2025/07/15 07:49:05,208.412,94.487,-16.304,207.773,27.604,1.0,0.0,86.681,28.10,205.00,2.97,
2025/07/15 07:49:06,108.560,96.849,-12.945,107.785,27.604,1.0,0.0,85.964,20.22,105.16,2.97,
2025/07/15 07:49:07,37.256,254.510,-9.950,-35.903,27.606,1.0,0.0,89.512,9.41,-35.11,2.97,
2025/07/15 07:49:08,229.187,99.482,-37.755,226.056,27.605,0.9,-0.1,91.968,29.77,225.70,2.97,
2025/07/15 07:49:09,34.755,174.636,-34.603,3.249,27.605,1.0,0.0,87.760,34.66,1.89,2.97,
2025/07/15 07:50:00,111.306,23.832,101.815,44.975,27.574,1.0,0.1,79.523,-84.60,57.73,2.97,
2025/07/15 07:50:01,131.483,46.578,90.377,95.498,27.574,1.0,0.1,80.009,-66.79,101.17,2.97,
2025/07/15 07:50:02,42.839,49.047,28.078,32.354,27.573,1.0,0.2,77.694,-19.18,35.11,2.97,
2025/07/15 07:50:03,100.662,71.410,32.090,95.410,27.573,1.0,0.0,84.810,-22.86,95.97,2.97,
2025/07/15 07:50:04,110.500,80.360,18.505,108.940,27.571,1.0,0.1,83.889,-6.79,110.12,2.97,
2025/07/15 07:50:05,229.263,62.916,104.383,204.122,27.571,1.0,0.1,78.836,-61.18,214.50,2.97,
2025/07/15 07:50:06,162.330,74.688,42.866,156.568,27.571,1.0,0.1,80.970,-17.68,160.60,2.97,
2025/07/15 07:50:07,113.233,90.778,-1.538,113.222,27.570,1.0,0.0,84.264,12.78,111.93,2.97,
2025/07/15 07:50:08,55.184,271.375,1.324,-55.168,27.570,1.0,0.0,86.434,-4.74,-54.82,2.97,
2025/07/15 07:50:09,192.438,107.182,-56.849,183.849,27.569,1.0,0.1,80.583,80.97,161.70,2.97,
2025/07/15 07:51:00,80.518,46.106,55.826,58.023,27.531,1.0,0.1,83.493,-44.73,58.53,2.97,
2025/07/15 07:51:01,144.419,86.859,7.913,144.202,27.533,1.0,0.1,81.227,14.12,143.18,2.97,
2025/07/15 07:51:02,135.219,65.474,56.131,123.018,27.534,1.0,0.1,79.611,-32.30,128.25,2.97,
2025/07/15 07:51:03,149.102,23.821,136.400,60.220,27.532,1.0,0.1,79.505,-113.32,77.35,2.97,
2025/07/15 07:51:04,236.110,49.407,153.634,179.289,27.532,1.0,0.1,80.894,-114.26,186.54,2.97,
2025/07/15 07:51:05,77.135,143.920,-62.340,45.426,27.531,1.0,0.1,79.907,65.28,31.82,2.97,
2025/07/15 07:51:06,127.089,39.261,98.401,80.429,27.528,1.0,0.1,82.644,-79.38,83.99,2.97,
2025/07/15 07:51:07,93.676,280.275,16.709,-92.174,27.528,1.0,0.1,80.426,-30.56,-84.66,2.97,
2025/07/15 07:51:08,194.956,10.045,191.967,34.006,27.530,1.0,0.1,82.733,-180.30,56.20,2.97,
2025/07/15 07:51:09,76.952,139.929,-58.888,49.536,27.530,1.0,0.1,79.685,62.19,35.55,2.97,
2025/07/15 07:52:00,268.865,358.397,268.760,-7.523,27.551,0.3,0.9,15.777,-77.79,248.51,2.97,
2025/07/15 07:52:01,359.652,323.256,288.195,-215.158,27.552,0.3,0.9,15.211,-258.85,202.56,2.97,
2025/07/15 07:52:02,372.173,321.624,291.768,-231.050,27.551,0.2,0.9,10.287,-254.41,223.80,2.97,
2025/07/15 07:52:03,204.759,304.932,117.246,-167.868,27.550,0.2,0.9,11.511,-178.40,77.28,2.97,
2025/07/15 07:52:04,251.184,358.999,251.146,-4.388,27.552,0.2,1.0,9.254,-44.18,244.17,2.97,
2025/07/15 07:52:05,303.838,341.650,288.388,-95.657,27.555,0.2,1.0,6.814,-121.97,259.62,2.97,
2025/07/15 07:52:06,410.750,348.551,402.578,-81.530,27.556,0.2,0.9,9.101,-138.21,368.68,2.97,
2025/07/15 07:52:07,205.688,305.245,118.696,-167.985,27.557,0.1,1.0,3.284,-161.48,100.75,2.97,
2025/07/15 07:52:08,331.240,322.311,262.125,-202.510,27.555,0.2,0.9,6.689,-210.61,215.24,2.97,
2025/07/15 07:52:09,320.238,334.309,288.581,-138.828,27.554,0.1,1.0,1.992,-139.34,265.60,2.97,
2025/07/15 07:53:00,202.655,310.376,131.279,-154.386,27.556,0.0,1.0,359.278,-139.07,121.31,2.97,
2025/07/15 07:53:01,350.943,312.818,238.528,-257.421,27.555,0.0,1.0,356.277,-219.50,231.64,2.97,
2025/07/15 07:53:02,348.892,330.573,303.879,-171.415,27.556,0.0,1.0,355.537,-139.11,298.80,2.97,
2025/07/15 07:53:03,326.654,313.500,224.855,-236.946,27.555,-0.1,1.0,353.739,-192.31,227.25,2.97,
2025/07/15 07:53:04,277.533,313.161,189.849,-202.441,27.554,0.0,1.0,356.669,-173.74,183.04,2.97,
2025/07/15 07:53:05,264.866,291.503,97.086,-246.431,27.554,0.0,1.0,356.416,-226.52,106.05,2.97,
2025/07/15 07:53:06,356.290,316.392,257.980,-245.741,27.554,0.0,1.0,356.867,-210.72,246.94,2.97,
2025/07/15 07:53:07,283.737,306.957,170.587,-226.731,27.552,0.1,1.0,359.995,-207.55,156.19,2.97,
2025/07/15 07:53:08,451.553,327.493,380.806,-242.667,27.551,0.1,1.0,0.221,-225.48,350.84,2.97,
2025/07/15 07:53:09,327.081,331.908,288.547,-154.021,27.550,-0.1,1.0,352.941,-112.35,292.17,2.97,
2025/07/15 07:54:00,394.938,301.285,205.089,-337.513,27.548,-0.3,0.9,341.771,-233.63,273.68,2.97,
2025/07/15 07:54:01,311.376,304.982,178.516,-255.121,27.549,-0.1,1.0,349.654,-199.01,201.31,2.97,
2025/07/15 07:54:02,276.328,296.325,122.541,-247.670,27.550,-0.3,0.9,338.251,-168.02,187.10,2.97,
2025/07/15 07:54:03,247.640,290.956,88.570,-231.260,27.550,-0.3,0.9,341.321,-173.92,144.06,2.97,
2025/07/15 07:54:04,376.807,306.544,224.365,-302.727,27.549,-0.3,0.9,338.201,-183.14,297.03,2.97,
2025/07/15 07:54:05,208.760,292.889,81.196,-192.323,27.549,-0.4,0.9,335.261,-128.00,140.31,2.97,
2025/07/15 07:54:06,267.747,277.356,34.281,-265.543,27.548,-0.2,0.9,342.851,-230.50,105.07,2.97,
2025/07/15 07:54:07,294.199,287.783,89.851,-280.142,27.548,-0.4,0.9,333.144,-190.31,187.93,2.97,
2025/07/15 07:54:08,229.202,288.802,73.870,-216.972,27.548,-0.4,0.9,334.507,-149.15,145.52,2.97,
2025/07/15 07:54:09,425.286,320.568,328.484,-270.124,27.548,-0.1,0.9,352.172,-206.42,335.48,2.97,
2025/07/15 07:55:00,239.900,276.594,27.548,-238.313,27.548,-0.6,0.8,320.281,-150.67,157.74,2.97,
2025/07/15 07:55:01,222.335,310.721,145.047,-168.506,27.549,-0.6,0.8,319.170,-32.39,218.08,2.97,
2025/07/15 07:55:02,411.308,291.378,149.933,-383.007,27.550,-0.6,0.8,320.170,-184.92,336.48,2.97,
2025/07/15 07:55:03,392.936,263.700,-43.115,-390.563,27.551,-0.6,0.8,316.942,-288.30,215.35,2.97,
2025/07/15 07:55:04,339.875,314.770,239.362,-241.290,27.555,-0.6,0.8,319.233,-26.38,338.03,2.97,
2025/07/15 07:55:05,305.654,269.388,-3.264,-305.637,27.554,-0.7,0.7,315.069,-198.81,194.15,2.97,
2025/07/15 07:55:06,245.493,275.506,23.555,-244.361,27.555,-0.7,0.7,314.252,-140.28,174.81,2.97,
2025/07/15 07:55:07,339.169,272.375,14.054,-338.877,27.554,-0.7,0.7,312.904,-200.81,234.87,2.97,
2025/07/15 07:55:08,336.413,295.137,142.905,-304.552,27.555,-0.6,0.8,317.499,-121.95,296.44,2.97,
2025/07/15 07:55:09,296.180,277.013,36.159,-293.964,27.554,-0.6,0.8,318.642,-179.09,201.51,2.97,
2025/07/15 07:56:00,515.420,269.964,-0.324,-515.420,27.564,-0.7,0.7,310.873,-307.41,354.77,2.97,
2025/07/15 07:56:01,392.687,273.234,22.152,-392.062,27.564,-0.7,0.7,311.858,-223.83,280.14,2.97,
2025/07/15 07:56:02,346.192,282.524,75.072,-337.954,27.564,-0.7,0.7,314.122,-168.01,273.11,2.97,
2025/07/15 07:56:03,305.914,288.305,96.079,-290.435,27.563,-0.7,0.7,314.139,-125.58,259.38,2.97,
2025/07/15 07:56:04,405.885,275.185,36.678,-404.225,27.563,-0.6,0.8,318.978,-255.40,266.39,2.97,
2025/07/15 07:56:05,291.842,280.163,51.497,-287.262,27.561,-0.6,0.8,316.540,-158.62,215.33,2.97,
2025/07/15 07:56:06,360.447,278.921,55.896,-356.086,27.560,-0.7,0.7,312.146,-182.19,278.15,2.97,
2025/07/15 07:56:07,247.726,265.131,-21.027,-246.832,27.559,-0.7,0.7,314.726,-171.89,146.31,2.97,
2025/07/15 07:56:08,280.743,290.874,100.031,-262.317,27.558,-0.7,0.7,311.657,-95.42,251.41,2.97,
2025/07/15 07:56:09,316.941,269.796,-1.126,-316.939,27.556,-0.7,0.7,315.236,-205.30,202.17,2.97,
2025/07/15 07:57:00,247.043,257.561,-53.214,-241.244,27.549,-0.7,0.7,309.587,-177.99,138.93,2.97,
2025/07/15 07:57:01,345.821,287.196,102.237,-330.363,27.551,-0.7,0.7,312.865,-141.19,293.78,2.97,
2025/07/15 07:57:02,127.100,278.521,18.833,-125.697,27.551,-0.7,0.7,309.634,-60.91,100.92,2.97,
2025/07/15 07:57:03,278.167,279.932,47.978,-273.999,27.552,-0.7,0.7,311.574,-135.15,219.32,2.97,
2025/07/15 07:57:04,261.390,276.515,29.658,-259.702,27.552,-0.7,0.7,314.837,-148.07,187.34,2.97,
2025/07/15 07:57:05,254.704,291.340,92.689,-237.240,27.554,-0.7,0.7,311.245,-83.30,230.06,2.97,
2025/07/15 07:57:06,314.867,286.857,91.307,-301.337,27.555,-0.6,0.7,316.699,-145.81,254.18,2.97,
2025/07/15 07:57:07,307.915,281.075,59.149,-302.180,27.555,-0.7,0.7,312.671,-149.42,242.92,2.97,
2025/07/15 07:57:08,208.702,281.304,40.908,-204.653,27.555,-0.7,0.7,310.589,-95.16,169.68,2.97,
2025/07/15 07:57:09,174.015,278.008,24.243,-172.318,27.554,-0.6,0.8,320.672,-107.27,116.40,2.97,
2025/07/15 07:58:00,275.350,281.737,56.013,-269.592,27.563,-0.7,0.7,312.251,-129.87,220.35,2.97,
2025/07/15 07:58:01,293.411,267.337,-13.632,-293.094,27.563,-0.7,0.7,313.244,-191.59,185.62,2.97,
2025/07/15 07:58:02,271.334,281.667,54.869,-265.729,27.563,-0.7,0.7,314.512,-135.88,210.48,2.97,
2025/07/15 07:58:03,340.283,287.946,104.848,-323.728,27.563,-0.6,0.7,316.114,-150.23,280.55,2.97,
2025/07/15 07:58:04,312.330,308.057,192.533,-245.930,27.563,-0.6,0.8,320.915,-68.22,298.87,2.97,
2025/07/15 07:58:05,275.833,245.625,-113.840,-251.245,27.562,-0.6,0.8,319.296,-257.22,75.36,2.97,
2025/07/15 07:58:06,282.225,253.934,-78.105,-271.202,27.562,-0.6,0.8,318.634,-240.78,113.82,2.97,
2025/07/15 07:58:07,109.053,253.958,-30.135,-104.807,27.562,-0.6,0.8,317.650,-91.95,45.46,2.97,
2025/07/15 07:58:08,222.465,274.081,15.831,-221.901,27.563,-0.6,0.8,319.736,-144.64,141.37,2.97,
2025/07/15 07:58:09,350.492,275.301,32.380,-348.993,27.564,-0.7,0.7,312.426,-193.61,255.76,2.97,
2025/07/15 07:59:00,297.567,272.120,11.006,-297.363,27.561,-0.7,0.7,312.457,-175.52,206.69,2.97,
2025/07/15 07:59:01,201.846,289.888,68.663,-189.808,27.560,-0.7,0.7,315.615,-82.57,171.35,2.97,
2025/07/15 07:59:02,257.816,282.132,54.182,-252.058,27.561,-0.7,0.7,310.949,-116.00,210.85,2.97,
2025/07/15 07:59:03,248.993,280.779,46.565,-244.601,27.560,-0.7,0.7,310.987,-116.47,200.05,2.97,
2025/07/15 07:59:04,341.515,268.001,-11.915,-341.307,27.560,-0.7,0.7,315.179,-227.84,211.14,2.97,
2025/07/15 07:59:05,132.645,251.806,-41.417,-126.013,27.560,-0.7,0.7,312.400,-107.68,60.69,2.97,
2025/07/15 07:59:06,276.245,263.183,-32.792,-274.292,27.560,-0.6,0.7,316.032,-201.51,152.68,2.97,
2025/07/15 07:59:07,320.474,277.547,42.091,-317.698,27.561,-0.7,0.7,310.412,-160.56,248.53,2.97,
2025/07/15 07:59:08,198.132,256.358,-46.730,-192.542,27.563,-0.6,0.7,315.876,-158.62,93.37,2.97,
2025/07/15 07:59:09,263.134,271.099,5.049,-263.085,27.563,-0.7,0.7,313.354,-160.99,177.20,2.97,
2025/07/15 08:00:00,330.884,255.394,-83.437,-320.192,27.573,-0.8,0.5,299.725,-210.21,215.18,2.97,
2025/07/15 08:00:01,371.018,264.232,-37.287,-369.139,27.575,-0.8,0.6,303.208,-213.00,263.26,2.97,
2025/07/15 08:00:02,373.980,263.689,-41.111,-371.713,27.577,-0.8,0.6,303.083,-216.51,263.64,2.97,
2025/07/15 08:00:03,341.879,279.929,58.947,-336.759,27.578,-0.8,0.6,301.377,-119.48,304.11,2.97,
2025/07/15 08:00:04,186.409,257.140,-41.487,-181.734,27.580,-0.8,0.6,306.483,-128.82,110.64,2.97,
2025/07/15 08:00:05,427.574,267.529,-18.434,-427.176,27.582,-0.8,0.6,300.920,-216.99,329.19,2.97,
2025/07/15 08:00:06,358.829,280.223,63.683,-353.132,27.581,-0.8,0.5,297.693,-104.30,331.41,2.97,
2025/07/15 08:00:07,450.020,252.354,-136.419,-428.845,27.581,-0.9,0.5,298.049,-292.79,285.77,2.97,
2025/07/15 08:00:08,386.081,261.250,-58.729,-381.588,27.582,-0.9,0.5,295.639,-200.63,293.13,2.97,
2025/07/15 08:00:09,363.453,257.568,-78.243,-354.931,27.582,-0.9,0.5,296.280,-207.53,258.94,2.97,
2025/07/15 08:01:00,452.292,257.517,-97.762,-441.601,27.577,-0.9,0.4,291.235,-231.34,346.65,2.97,
2025/07/15 08:01:01,308.161,257.121,-68.685,-300.409,27.577,-0.9,0.4,293.319,-166.83,227.97,2.97,
2025/07/15 08:01:02,451.119,278.558,67.135,-446.096,27.577,-0.8,0.5,299.606,-155.05,402.91,2.97,
2025/07/15 08:01:03,290.841,242.978,-132.139,-259.090,27.577,-0.9,0.5,297.586,-217.69,154.65,2.97,
2025/07/15 08:01:04,438.551,249.040,-156.876,-409.533,27.579,-0.9,0.5,295.736,-290.22,273.53,2.97,
2025/07/15 08:01:05,234.258,245.055,-98.797,-212.405,27.580,-0.8,0.5,298.440,-172.24,127.99,2.97,
